# altes XY8-16 file
# zum testen
175	0.9507155096	0.8068500108
176	0.9542441768	0.8109571481
177	0.9440631041	0.8130396402
178	0.9452200442	0.7984043482
179	0.9549383409	0.7985778893
180	0.9455671262	0.7999662174
181	0.9404187429	0.8029742616
182	0.9362537586	0.8148328974
183	0.9535500128	0.8081226449
184	0.9382784037	0.8147172034
185	0.9399559669	0.8087011149
186	0.9370636167	0.8012388514
187	0.9437160221	0.7985778893
188	0.9405344369	0.8225265489
189	0.9491536405	0.8207332918
190	0.9453935852	0.8205597507
191	0.9383362508	0.8065029288
192	0.9580042321	0.8254767461
193	0.9552854229	0.8076020219
194	0.9481702414	0.8210225268
195	0.9550540349	0.809973749
196	0.956384516	0.8055773767
197	0.9371793107	0.8172046245
198	0.9379891687	0.8132710283
199	0.9412286009	0.8113042301
200	0.9442366452	0.8130974872
201	0.9332457144	0.8034370376
202	0.9496164165	0.8180144826
203	0.9527980017	0.8066764698
204	0.941575683	0.8127504052
205	0.9361380646	0.8183037176
206	0.9641360145	0.8187664936
207	0.9285601071	0.8077755629
208	0.9283865661	0.8184194116
209	0.9446994212	0.8258816751
210	0.9456249732	0.8132710283
211	0.9216763136	0.8257081341
212	0.9603759592	0.8307986704
213	0.9353282065	0.8224108549
214	0.9479388534	0.8186507996
215	0.9311053753	0.8151221324
216	0.9483437824	0.8232785599
217	0.9430797051	0.8230471719
218	0.941517836	0.8056930707
219	0.9432532461	0.8184772586
220	0.9582934671	0.8212539148
221	0.9468397603	0.8076598689
222	0.9398402729	0.8212539148
223	0.9432532461	0.8037841196
224	0.9330143264	0.8107257601
225	0.9369479227	0.8229893249
226	0.956095281	0.8155270614
227	0.942327694	0.8263444511
228	0.9543598708	0.8032634966
229	0.9373528517	0.8273856972
230	0.9397824258	0.8298152714
231	0.942501235	0.8176095535
232	0.9407658249	0.8320134575
233	0.9519302967	0.8189400346
234	0.9456828203	0.8208489858
235	0.9451621972	0.8034370376
236	0.9427904701	0.8255924401
237	0.9359645236	0.823567795
238	0.9325515504	0.8177252476
239	0.9261883799	0.8214853028
240	0.9482280884	0.8164526135
241	0.9530293897	0.8114199241
242	0.9307004462	0.8261709101
243	0.9289071891	0.8379138519
244	0.9366586876	0.8171467775
245	0.9537814008	0.8201548217
246	0.9357331356	0.8254767461
247	0.9475917714	0.8278484732
248	0.9471868424	0.8302202004
249	0.927461014	0.8496567937
250	0.926651156	0.8449133394
251	0.9333035614	0.8314349875
252	0.9291385771	0.838839404
253	0.9183790344	0.8291789543
254	0.9245108168	0.8483263126
255	0.9027024963	0.8597800194
256	0.9098755248	0.8623252876
257	0.9116687819	0.8469379845
258	0.8993473701	0.8619782056
259	0.9069831746	0.8660853428
260	0.9068096336	0.8666059659
261	0.9029338843	0.8667216599
262	0.9008513922	0.8725063603
263	0.898421818	0.8523177559
264	0.9020661793	0.8556150351
265	0.9073881036	0.8556728821
266	0.9174534823	0.8610526535
267	0.9099912188	0.8631929926
268	0.9203458325	0.8570612102
269	0.94163353	0.853879625
270	0.9285601071	0.8431779293
271	0.9199987505	0.8283112493
272	0.9379313217	0.8367569118
273	0.9289071891	0.8344430317
274	0.9327829384	0.8428886943
275	0.9401873549	0.8314928345
276	0.9281551781	0.8343851847
277	0.942674776	0.824956123
278	0.9366008406	0.8214853028
279	0.9171642473	0.8178987886
280	0.9391461088	0.8121719352
281	0.9337663374	0.8184772586
282	0.9285601071	0.8275013912
283	0.9208086086	0.8355999718
284	0.9308739872	0.8303358944
285	0.9311053753	0.824782582
286	0.9394353438	0.8262866041
287	0.9479388534	0.8373932289
288	0.9486908645	0.8256502871
289	0.9326672444	0.8311457525
290	0.9403030489	0.8177830946
291	0.9217920076	0.8330547036
292	0.9453357382	0.8312614465
293	0.9393196498	0.8287161783
294	0.956037434	0.8198655867
295	0.9404187429	0.8410954371
296	0.9439474101	0.8282534023
297	0.9403608959	0.8303937414
298	0.9534921658	0.8339802557
299	0.9393774968	0.823972724
300	0.9344605015	0.8210803738
301	0.9343448075	0.8190557286
302	0.9400716609	0.8163369195
303	0.942501235	0.8212539148
304	0.9533764718	0.8178409416
305	0.9304112112	0.8221794669
306	0.9353860536	0.8284269433
307	0.9261305329	0.8286004843
308	0.9289071891	0.8250139701
309	0.9392618028	0.823972724
310	0.9376999337	0.8114777711
311	0.942154153	0.8286583313
312	0.9312789163	0.8288318723
313	0.9356752886	0.8177830946
314	0.9392039558	0.8132710283
315	0.9479388534	0.8183037176
316	0.9341134195	0.8288897193
317	0.9556325049	0.8258238281
318	0.9393774968	0.8262866041
319	0.9359066766	0.8198655867
320	0.9466083723	0.8221794669
321	0.9580620791	0.8166840015
322	0.9488644055	0.8229893249
323	0.9390882618	0.8221794669
324	0.9393774968	0.8202126687
