# das ist ein altes
# Rabi-file zum testen
#
2	 1.00097494024 
4	 1.01023098328 
6	 1.00494181582 
8	 0.998859273255 
10	 0.968446560408 
12	 0.956017016896 
14	 0.947818807346 
16	 0.954694725033 
18	 0.921901886833 
20	 0.911588010302 
22	 0.917670552871 
24	 0.875886130003 
26	 0.881968672572 
28	 0.899687383536 
30	 0.901803050516 
32	 0.867687920453 
34	 0.857374043922 
36	 0.830663748291 
38	 0.859754169275 
40	 0.848911375999 
42	 0.822465538741 
44	 0.793639576129 
46	 0.807391411503 
48	 0.816647454544 
50	 0.826961331075 
52	 0.822729997113 
54	 0.81426732919 
56	 0.830928206663 
58	 0.815060704308 
60	 0.848382459254 
62	 0.833043873644 
64	 0.860547544393 
66	 0.837539665978 
68	 0.857902960667 
70	 0.884084339553 
72	 0.86636562859 
74	 0.911588010302 
76	 0.932744680109 
78	 0.940678431286 
80	 0.916612719381 
82	 0.908678968203 
84	 0.957868225504 
86	 0.960777267603 
88	 0.989867688587 
90	 0.981140562292 
92	 0.989603230215 
94	 0.974529102977 
96	 0.981140562292 
98	 0.998065898137 
100	 0.989074313469 
102	 1.00282614884 
104	 1.01155327514 
106	 0.992512272313 
108	 0.988545396724 
110	 0.992776730686 
112	 0.993834564176 
114	 0.950727849445 
116	 0.947554348973 
118	 0.931686846618 
120	 0.943587473385 
122	 0.937240472443 
124	 0.942794098267 
126	 0.902331967261 
128	 0.902331967261 
130	 0.878795172101 
132	 0.913174760537 
134	 0.870068045806 
136	 0.83674629086 
138	 0.841506541567 
140	 0.850498126235 
142	 0.853936085078 
144	 0.815325162681 
146	 0.818234204779 
148	 0.821672163623 
150	 0.80606911964 
152	 0.794432951247 
154	 0.810564911974 
156	 0.829870373173 
158	 0.833043873644 
160	 0.835952915742 
162	 0.816118537799 
164	 0.852613793215 
166	 0.850762584607 
168	 0.855258376941 
170	 0.848118000881 
172	 0.870861420924 
174	 0.882233130945 
176	 0.91343921891 
178	 0.901538592144 
180	 0.932215763364 
182	 0.918463927989 
184	 0.920844053342 
186	 0.951521224562 
188	 0.962099559466 
190	 0.982462854155 
192	 0.956281475269 
194	 1.00652856606 
196	 0.979024895311 
198	 0.981669479037 
200	 1.01314002537 
202	 0.993041189058 
204	 0.99833035651 
206	 1.01419785887 
208	 1.00890869141 
210	 0.97585139484 
212	 1.0216026933 
214	 0.970826685761 
216	 0.954694725033 
218	 0.966330893427 
220	 0.939620597796 
222	 0.939885056169 
224	 0.917670552871 
226	 0.904183175869 
228	 0.92269526195 
230	 0.884877714671 
232	 0.855258376941 
234	 0.863192128119 
236	 0.878001796984 
238	 0.821143246878 
